s04c24,,,
s04c25,,,
s04c26,,,
s04c27,,,
s04c28,,,
s04c29,,,
s04c30,,,
s04c31,,,
s04c32,,,
s04c33,,,
s04c34,,,
s04c35,,,
s04c36,,,
s04c37,,,
s04c38,,,
s04c39,,,
s04c40,,,
s04c41,,,
s04c42,,,
s04c43,,,
s04c44,,,
s04c45,,,
s04c46,,,
s04c47,,,
s04c48,,,
s04c49,,,
s04c50,,,
s05c01,120,1,120
s05c02,96,121,216
s05c03,72,217,288
s05c04,72,289,360
s05c05,96,361,456
s05c06,72,457,528
s05c07,120,529,648
s05c08,,,
s05c09,,,
s05c10,,,
s05c11,,,
s05c12,,,
s05c13,,,
s05c14,,,
s05c15,,,
s05c16,,,
s05c17,,,
s05c18,,,
s05c19,,,
s05c20,,,
s05c21,,,
s05c22,,,
s05c23,,,
s05c24,,,
s05c25,,,
s05c26,,,
s05c27,,,
s05c28,,,
s05c29,,,
s05c30,,,
s05c31,,,
s05c32,,,
s05c33,,,
s05c34,,,
s05c35,,,
s05c36,,,
s05c37,,,
s05c38,,,
s05c39,,,
s05c40,,,
s05c41,,,
s05c42,,,
s05c43,,,
s05c44,,,
s05c45,,,
s05c46,,,
s05c47,,,
s05c48,,,
s05c49,,,
s05c50,,,
s06c01,71,1,71
s06c02,24,72,95
s06c03,42,96,137
s06c04,24,138,161
s06c05,48,162,209
s06c06,72,210,281
s06c07,143,282,424
s06c08,,,
s06c09,,,
s06c10,,,
s06c11,,,
s06c12,,,
s06c13,,,
s06c14,,,
s06c15,,,
s06c16,,,
s06c17,,,
s06c18,,,
s06c19,,,
s06c20,,,
s06c21,,,
s06c22,,,
s06c23,,,
s06c24,,,
s06c25,,,
s06c26,,,
s06c27,,,
s06c28,,,
s06c29,,,
s06c30,,,
s06c31,,,
s06c32,,,
s06c33,,,
s06c34,,,
s06c35,,,
s06c36,,,
s06c37,,,
s06c38,,,
s06c39,,,
s06c40,,,
s06c41,,,
s06c42,,,
s06c43,,,
s06c44,,,
s06c45,,,
s06c46,,,
s06c47,,,
s06c48,,,
s06c49,,,
s06c50,,,
s07c01,72,1,72
s07c02,120,73,192
s07c03,48,193,240
s07c04,72,241,312
s07c05,61,313,373
s07c06,47,374,420
s07c07,168,421,588
s07c08,48,589,636
s07c09,36,637,672
s07c10,96,673,768
s07c11,,,
s07c12,,,
s07c13,,,
s07c14,,,
s07c15,,,
s07c16,,,
s07c17,,,
s07c18,,,
s07c19,,,
s07c20,,,
s07c21,,,
s07c22,,,
s07c23,,,
s07c24,,,
s07c25,,,
s07c26,,,
s07c27,,,
s07c28,,,
s07c29,,,
s07c30,,,
s07c31,,,
s07c32,,,
s07c33,,,
s07c34,,,
s07c35,,,
s07c36,,,
s07c37,,,
s07c38,,,
s07c39,,,
s07c40,,,
s07c41,,,
s07c42,,,
s07c43,,,
s07c44,,,
s07c45,,,
s07c46,,,
s07c47,,,
s07c48,,,
s07c49,,,
s07c50,,,
s08c01,72,1,72
s08c02,48,73,120
s08c03,72,121,192
s08c04,72,193,264
s08c05,72,265,336
s08c06,48,337,384
s08c07,96,385,480
s08c08,240,481,720
s08c09,72,721,792
s08c10,120,793,912
s08c11,,,
s08c12,,,
s08c13,,,
s08c14,,,
s08c15,,,
s08c16,,,
s08c17,,,
s08c18,,,
s08c19,,,
s08c20,,,
s08c21,,,
s08c22,,,
s08c23,,,
s08c24,,,
s08c25,,,
s08c26,,,
s08c27,,,
s08c28,,,
s08c29,,,
s08c30,,,
s08c31,,,
s08c32,,,
s08c33,,,
s08c34,,,
s08c35,,,
s08c36,,,
s08c37,,,
s08c38,,,
s08c39,,,
s08c40,,,
s08c41,,,
s08c42,,,
s08c43,,,
s08c44,,,
s08c45,,,
s08c46,,,
s08c47,,,
s08c48,,,
s08c49,,,
s08c50,,,
s09c01,120,1,120
s09c02,120,121,240
s09c03,144,241,384
s09c04,95,385,479
s09c05,168,480,647
s09c06,72,648,719
s09c07,144,720,863
s09c08,194,864,1057
s09c09,,,
s09c10,,,
s09c11,,,
s09c12,,,
s09c13,,,
s09c14,,,
s09c15,,,
s09c16,,,
s09c17,,,
s09c18,,,
s09c19,,,
s09c20,,,
s09c21,,,
s09c22,,,
s09c23,,,
s09c24,,,
s09c25,,,
s09c26,,,
s09c27,,,
s09c28,,,
s09c29,,,
s09c30,,,
s09c31,,,
s09c32,,,
s09c33,,,
s09c34,,,
s09c35,,,
s09c36,,,
s09c37,,,
s09c38,,,
s09c39,,,
s09c40,,,
s09c41,,,
s09c42,,,
s09c43,,,
s09c44,,,
s09c45,,,
s09c46,,,
s09c47,,,
s09c48,,,
s09c49,,,
s09c50,,,
s09c01,120,1,120
s09c02,120,121,240
s09c03,144,241,384
s09c04,95,385,479
s09c05,168,480,647
s09c06,72,648,719
s09c07,144,720,863
s09c08,194,864,1057
s09c09,,,
s09c10,,,
s09c11,,,
s09c12,,,
s09c13,,,
s09c14,,,
s09c15,,,
s09c16,,,
s09c17,,,
s09c18,,,
s09c19,,,
s09c20,,,
s09c21,,,
s09c22,,,
s09c23,,,
s09c24,,,
s09c25,,,
s09c26,,,
s09c27,,,
s09c28,,,
s09c29,,,
s09c30,,,
s09c31,,,
s09c32,,,
s09c33,,,
s09c34,,,
s09c35,,,
s09c36,,,
s09c37,,,
s09c38,,,
s09c39,,,
s09c40,,,
s09c41,,,
s09c42,,,
s09c43,,,
s09c44,,,
s09c45,,,
s09c46,,,
s09c47,,,
s09c48,,,
s09c49,,,
s09c50,,,
s10c01,192,1,192
s10c02,96,193,288
s10c03,72,289,360
s10c04,60,361,420
s10c05,72,421,492
s10c06,96,493,588
s10c07,,,
s10c08,,,
s10c09,,,
s10c10,,,
s10c11,,,
s10c12,,,
s10c13,,,
s10c14,,,
s10c15,,,
s10c16,,,
s10c17,,,
s10c18,,,
s10c19,,,
s10c20,,,
s10c21,,,
s10c22,,,
s10c23,,,
s10c24,,,
s10c25,,,
s10c26,,,
s10c27,,,
s10c28,,,
s10c29,,,
s10c30,,,
s10c31,,,
s10c32,,,
s10c33,,,
s10c34,,,
s10c35,,,
s10c36,,,
s10c37,,,
s10c38,,,
s10c39,,,
s10c40,,,
s10c41,,,
s10c42,,,
s10c43,,,
s10c44,,,
s10c45,,,
s10c46,,,
s10c47,,,
s10c48,,,
s10c49,,,
s10c50,,,
s11c01,65,1,65
s11c02,48,66,113
s11c03,114,114,227
s11c04,,,
s11c05,,,
s11c06,,,
s11c07,,,
s11c08,,,
s11c09,,,
s11c10,,,
s11c11,,,
s11c12,,,
s11c13,,,
s11c14,,,
s11c15,,,
s11c16,,,
s11c17,,,
s11c18,,,
s11c19,,,
s11c20,,,
s11c21,,,
s11c22,,,
s11c23,,,
s11c24,,,
s11c25,,,
s11c26,,,
s11c27,,,
s11c28,,,
s11c29,,,
s11c30,,,
s11c31,,,
s11c32,,,
s11c33,,,
s11c34,,,
s11c35,,,
s11c36,,,
s11c37,,,
s11c38,,,
s11c39,,,
s11c40,,,
s11c41,,,
s11c42,,,
s11c43,,,
s11c44,,,
s11c45,,,
s11c46,,,
s11c47,,,
s11c48,,,
s11c49,,,
s11c50,,,
s12c01,96,1,96
s12c02,144,97,240
s12c03,48,241,288
s12c04,76,289,364
s12c05,24,365,388
s12c06,24,389,412
s12c07,24,413,436
s12c08,17,437,453
s12c09,38,454,491
s12c10,51,492,542
s12c11,24,543,566
s12c12,48,567,614
s12c13,48,615,662
s12c14,81,663,743
s12c15,359,744,1102
s12c15b,72,1103,1174
s12c16,72,1175,1246
s12c17,74,1247,1320
s12c18,158,1321,1478
s12c19,96,1479,1574
s12c20,,,
s12c21,,,
s12c22,,,
s12c23,,,
s12c24,,,
s12c25,,,
s12c26,,,
s12c27,,,
s12c28,,,
s12c29,,,
s12c30,,,
s12c31,,,
s12c32,,,
s12c33,,,
s12c34,,,
s12c35,,,
s12c36,,,
s12c37,,,
s12c38,,,
s12c39,,,
s12c40,,,
s12c41,,,
s12c42,,,
s12c43,,,
s12c44,,,
s12c45,,,
s12c46,,,
s12c47,,,
s12c48,,,
s12c49,,,
s13c01,36,1,36
s13c02,36,37,72
s13c03,36,73,108
s13c04,60,109,168
s13c05,,,
s13c06,,,
s13c07,,,
s13c08,,,
s13c09,,,
s13c10,,,
s13c11,,,
s13c12,,,
s13c13,,,
s13c14,,,
s13c15,,,
s13c16,,,
s13c17,,,
s13c18,,,
s13c19,,,
s13c20,,,
s13c21,,,
s13c22,,,
s13c23,,,
s13c24,,,
s13c25,,,
s13c26,,,
s13c27,,,
s13c28,,,
s13c29,,,
s13c30,,,
s13c31,,,
s13c32,,,
s13c33,,,
s13c34,,,
s13c35,,,
s13c36,,,
s13c37,,,
s13c38,,,
s13c39,,,
s13c40,,,
s13c41,,,
s13c42,,,
s13c43,,,
s13c44,,,
s13c45,,,
s13c46,,,
s13c47,,,
s13c48,,,
s13c49,,,
s13c50,,,
s14c01,72,1,72
s14c02,150,73,222
s14c03,98,223,320
s14c04,65,321,385
s14c05,24,386,409
s14c06,24,410,433
s14c07,34,434,467
s14c08,27,468,494
s14c09,24,495,518
s14c10,77,519,595
s14c11,24,596,619
s14c12,24,620,643
s14c13,36,644,679
s14c14,103,680,782
s14c15,81,783,863
s14c16,72,864,935
s14c17,37,936,972
s14c18,37,973,1009
s14c19,57,1010,1066
s14c20,12,1067,1078
s14c21,12,1079,1090
s14c22,24,1091,1114
s14c23,24,1115,1138
s14c24,72,1139,1210
s14c25,13,1211,1223
s14c26,18,1224,1241
s14c27,21,1242,1262
,0,1263,1262
s14c29,91,1263,1353
s14c30,72,1354,1425
s14c31,120,1426,1545
s14c32,48,1546,1593
s14c33,87,1594,1680
s14c34,23,1681,1703
s14c35,113,1704,1816
s14c36,56,1817,1872
s14c37,108,1873,1980
s14c38,191,1981,2171
s14c39,100,2172,2271
s14c40,,,
s14c41,,,
s14c42,,,
s14c43,,,
s14c44,,,
s14c45,,,
s14c46,,,
s14c47,,,
s14c48,,,
s14c49,,,
s14c50,,,
s15c01,36,1,36
s15c02,36,37,72
s15c03,98,73,170
s15c04,,,
s15c05,,,
s15c06,,,
s15c07,,,
s15c08,,,
s15c09,,,
s15c10,,,
s15c11,,,
s15c12,,,
s15c13,,,
s15c14,,,
s15c15,,,
s15c16,,,
s15c17,,,
s15c18,,,
s15c19,,,
s15c20,,,
s15c21,,,
s15c22,,,
s15c23,,,
s15c24,,,
s15c25,,,
s15c26,,,
s15c27,,,
s15c28,,,
s15c29,,,
s15c30,,,
s15c31,,,
s15c32,,,
s15c33,,,
s15c34,,,
s15c35,,,
s15c36,,,
s15c37,,,
s15c38,,,
s15c39,,,
s15c40,,,
s15c41,,,
s15c42,,,
s15c43,,,
s15c44,,,
s15c45,,,
s15c46,,,
s15c47,,,
s15c48,,,
s15c49,,,
s15c50,,,
s16c01,208,1,208
s16c02,219,209,427
s16c02a,96,428,523
s16c02b,37,524,560
s16c03,96,561,656
s16c04,96,657,752
s16c05,24,753,776
s16c06,24,777,800
s16c07,48,801,848
s16c08,144,849,992
s16c09,,,
s16c10,,,
s16c11,,,
s16c12,,,
s16c13,,,
s16c14,,,
s16c15,,,
s16c16,,,
s16c17,,,
s16c18,,,
s16c19,,,
s16c20,,,
s16c21,,,
s16c22,,,
s16c23,,,
s16c24,,,
s16c25,,,
s16c26,,,
s16c27,,,
s16c28,,,
s16c29,,,
s16c30,,,
s16c31,,,
s16c32,,,
s16c33,,,
s16c34,,,
s16c35,,,
s16c36,,,
s16c37,,,
s16c38,,,
s16c39,,,
s16c40,,,
s16c41,,,
s16c42,,,
s16c43,,,
s16c44,,,
s16c45,,,
s16c46,,,
s16c47,,,
s16c48,,,
s17c01,1128,1,1128
s17c02,,,
s17c03,,,
s17c04,,,
s17c05,,,
s17c06,,,
s17c07,,,
s17c08,,,
s17c09,,,
s17c10,,,
s17c11,,,
s17c12,,,
s17c13,,,
s17c14,,,
s17c15,,,
s17c16,,,
s17c17,,,
s17c18,,,
s17c19,,,
s17c20,,,
s17c21,,,
s17c22,,,
s17c23,,,
s17c24,,,
s17c25,,,
s17c26,,,
s17c27,,,
s17c28,,,
s17c29,,,
s17c30,,,
s17c31,,,
s17c32,,,
s17c33,,,
s17c34,,,
s17c35,,,
s17c36,,,
s17c37,,,
s17c38,,,
s17c39,,,
s17c40,,,
s17c41,,,
s17c42,,,
s17c43,,,
s17c44,,,
s17c45,,,
s17c46,,,
s17c47,,,
s17c48,,,
s17c49,,,
s17c50,,,
s18c01,144,1,144
s18c02,96,145,240
s18c03,72,241,312
s18c04,192,313,504
s18c05,144,505,648
s18c06,168,649,816
s18c07,120,817,936
s18c08,,,
s18c09,,,
s18c10,,,
s18c11,,,
s18c12,,,
s18c13,,,
s18c14,,,
s18c15,,,
s18c16,,,
s18c17,,,
s18c18,,,
s18c19,,,
s18c20,,,
s18c21,,,
s18c22,,,
s18c23,,,
s18c24,,,
s18c25,,,
s18c26,,,
s18c27,,,
s18c28,,,
s18c29,,,
s18c30,,,
s18c31,,,
s18c32,,,
s18c33,,,
s18c34,,,
s18c35,,,
s18c36,,,
s18c37,,,
s18c38,,,
s18c39,,,
s18c40,,,
s18c41,,,
s18c42,,,
s18c43,,,
s18c44,,,
s18c45,,,
s18c46,,,
s18c47,,,
s18c48,,,
s18c49,,,
s18c50,,,
